customer_id,age,gender,region,signup_date,marketing_opt_in,support_tickets
200632,54,M,IDF,2022-06-06,1,0
200633,33,M,ARA,2021-02-15,0,1
200634,33,F,IDF,2023-03-07,0,0
200635,20,M,IDF,2021-04-20,1,1
200636,74,M,OCC,2022-05-18,0,0
200637,24,M,OCC,2022-12-19,1,4
200638,63,M,OCC,2021-03-30,1,1
200639,32,F,BRE,2023-12-27,0,1
200640,38,M,OCC,2022-02-18,1,0
200641,34,F,BFC,2021-01-18,0,0
200642,67,F,IDF,2022-12-23,1,1
200643,19,F,NAQ,2022-09-03,0,3
200644,39,F,HDF,2022-12-03,1,0
200645,34,,BRE,2023-04-03,1,2
200646,34,F,IDF,2022-06-05,0,1
200647,29,M,PAC,2023-06-25,1,1
200648,72,F,OCC,2022-02-10,1,0
200649,40,F,IDF,2022-08-20,1,1
200650,43,F,ARA,2021-06-23,0,1
200651,41,F,BRE,2022-11-10,0,2
200652,76,F,,2021-10-14,0,1
200653,38,F,NAQ,2023-02-02,1,1
200654,38,F,BRE,2023-05-28,1,1
200655,37,M,ARA,2023-07-30,0,1
200656,37,,BRE,2023-10-15,1,0
200657,23,M,NAQ,2021-05-14,0,1
200658,54,M,HDF,2021-06-01,1,2
200659,19,M,ARA,2023-10-12,1,3
200660,31,,NAQ,2022-02-22,1,2
200661,30,M,BRE,2021-01-29,1,0
200662,35,M,IDF,2021-11-11,0,0
200663,63,M,IDF,2023-07-05,1,1
200664,53,M,ARA,2022-01-24,1,2
200665,77,F,OCC,2021-03-26,0,0
200666,39,F,BFC,2023-03-02,1,2
200667,73,F,GES,2021-08-02,1,0
200668,20,F,NAQ,2022-01-22,1,0
200669,48,M,ARA,2021-01-05,1,1
200670,65,F,IDF,2022-10-22,0,0
200671,49,M,HDF,2022-05-03,1,0
200672,73,M,GES,2023-08-08,1,0
200673,36,M,OCC,2022-01-02,0,1
200674,19,F,HDF,2021-08-13,1,2
200675,64,F,ARA,2021-07-01,0,2
200676,22,M,CVL,2021-08-08,0,1
200677,63,M,PAC,2022-05-09,1,2
200678,62,unknown,IDF,2021-04-06,0,1
200679,68,M,ARA,2022-03-17,1,0
200680,46,M,IDF,2023-07-25,1,4
200681,71,F,IDF,2023-04-21,1,2
200682,28,F,IDF,2022-11-29,0,2
200683,44,F,ARA,2023-09-05,1,3
200684,25,,HDF,2023-05-05,1,2
200685,64,M,ARA,2022-12-16,1,5
200686,60,F,ARA,2023-08-04,0,2
200687,66,M,GES,2021-05-17,0,0
200688,63,F,,2023-06-15,1,0
200689,36,F,PAC,2021-11-20,0,1
200690,22,F,NAQ,2023-03-14,1,0
200691,73,F,BRE,2023-09-28,1,0
200692,47,M,NAQ,2022-06-28,1,5
200693,23,F,NAQ,2021-04-08,1,0
200694,73,M,BRE,2022-02-10,1,0
200695,77,M,PAC,2022-03-22,1,0
200696,44,F,OCC,2023-10-23,1,1
200697,64,F,HDF,2023-10-30,0,2
200698,20,M,HDF,2022-09-15,1,6
200699,23,F,NAQ,2023-11-07,1,0
200700,34,M,NAQ,2022-04-23,1,1
200701,57,F,NAQ,2022-03-27,0,0
200702,26,M,IDF,2023-07-05,0,0
200703,20,M,BRE,2023-01-01,1,0
200704,58,F,NAQ,2022-07-27,0,0
200705,64,F,HDF,2022-05-16,1,0
200706,62,M,BFC,2023-02-12,1,2
200707,65,F,BFC,2023-04-06,0,1
200708,66,F,ARA,2022-06-22,0,1
200709,54,F,PAC,2021-02-04,1,0
200710,49,F,GES,2021-04-22,0,4
200711,69,M,OCC,2021-06-07,1,2
200712,38,M,BFC,2022-05-21,1,0
200713,23,F,BRE,2022-11-04,1,2
200714,63,M,BFC,2023-05-31,1,0
200715,34,F,IDF,2021-09-12,0,0
200716,76,F,HDF,2023-05-12,1,1
200717,42,M,IDF,2022-12-31,0,1
200718,69,,HDF,2021-02-26,0,0
200719,20,F,GES,2022-01-20,1,0
200720,57,F,PAC,2021-11-28,0,1
200721,44,M,ARA,2023-08-29,0,1
200722,45,M,IDF,2023-10-06,1,1
200723,33,F,GES,2023-06-17,0,1
200724,76,F,IDF,2022-08-02,0,1
200725,41,M,IDF,2022-06-24,1,4
200726,69,F,NAQ,2021-12-08,1,1
200727,43,F,IDF,2023-04-27,1,0
200728,20,F,ARA,2021-04-05,1,2
200729,70,F,PAC,2021-10-24,1,5
200730,29,F,NAQ,2021-05-29,0,3
200731,34,M,IDF,2022-06-26,1,0
200732,69,M,IDF,2021-11-25,0,1
200733,71,M,ARA,2021-08-05,1,1
200734,73,unknown,IDF,2022-02-17,1,1
200735,43,F,OCC,2023-08-01,0,1
200736,63,F,IDF,2022-09-04,1,1
200737,37,M,NAQ,2023-06-21,1,3
200738,62,F,ARA,2023-09-28,0,2
200739,48,M,ARA,2023-09-15,1,1
200740,21,M,IDF,2022-01-20,1,0
200741,43,F,IDF,2023-08-19,0,2
200742,46,F,BRE,2023-09-23,0,2
200743,33,F,IDF,2023-11-17,1,0
200744,40,F,PAC,2022-01-20,1,3
200745,48,F,PAC,2021-09-08,1,1
200746,20,F,,2022-10-02,1,1
200747,27,M,,2023-10-18,1,3
200748,64,M,BFC,2023-09-14,0,0
200749,39,M,BFC,2022-09-18,0,1
200750,54,,NAQ,2021-06-13,1,0
200751,51,F,NAQ,2022-04-08,1,0
200752,51,F,NAQ,2023-02-21,1,1
200753,42,F,PAC,2022-09-06,1,1
200754,46,M,OCC,2022-01-14,0,1
200755,67,F,NAQ,2022-01-11,1,2
200756,75,F,NAQ,2021-03-07,1,1
200757,33,M,CVL,2021-11-12,1,1
200758,58,F,IDF,2023-01-03,0,0
200759,76,F,PAC,2021-09-22,0,1
200760,18,F,OCC,2023-12-24,1,1
200761,65,M,IDF,2021-04-01,1,1
200762,47,M,IDF,2022-10-07,1,2
200763,76,F,IDF,2022-06-28,1,4
200764,52,M,CVL,2023-07-02,1,2
200765,68,M,IDF,2023-08-31,0,4
200766,27,M,IDF,2022-08-19,1,1
200767,26,F,IDF,2022-11-22,1,2
200768,73,F,IDF,2023-02-05,1,2
200769,49,M,HDF,2022-07-25,0,3
200770,51,F,NAQ,2021-07-22,1,0
200771,28,M,HDF,2022-04-15,0,0
200772,31,M,HDF,2021-09-22,1,1
200773,67,F,BFC,2022-05-24,1,2
200774,36,M,IDF,2022-11-05,1,2
200775,53,M,BRE,2021-08-18,1,1
200776,36,M,HDF,2021-10-01,1,2
200777,33,F,IDF,2023-06-21,0,1
200778,27,M,OCC,2022-02-18,0,0
200779,73,M,BRE,2021-08-06,1,2
200780,74,M,NAQ,2023-02-20,1,2
200781,24,M,CVL,2023-02-24,1,3
200782,39,M,ARA,2023-06-24,1,0
200783,51,F,HDF,2023-04-13,0,2
200784,40,F,GES,2023-12-23,1,2
200785,61,F,ARA,2022-09-22,1,2
200786,33,M,BFC,2021-11-11,1,3
200787,21,M,NAQ,2023-08-03,1,1
200788,38,M,BFC,2021-10-17,0,2
200789,53,F,HDF,2021-11-15,0,0
200790,28,M,IDF,2023-06-27,0,1
200791,66,,ARA,2023-08-24,1,2
200792,18,F,NAQ,2022-01-07,0,1
200793,22,M,IDF,2023-03-10,0,1
200794,48,M,IDF,2023-10-08,1,1
200795,48,M,ARA,2023-05-25,1,0
200796,35,F,IDF,2021-01-06,1,0
200797,33,M,IDF,2022-12-29,1,1
200798,22,M,OCC,2021-07-06,0,1
200799,57,M,OCC,2023-07-16,0,0
200800,40,M,OCC,2021-03-15,1,0
200801,25,unknown,NAQ,2023-12-24,1,1
200802,41,F,BRE,2021-07-14,1,0
200803,74,M,HDF,2022-04-06,1,1
200804,33,F,IDF,2021-09-14,0,1
200805,71,unknown,IDF,2023-06-11,1,1
200806,33,F,OCC,2022-03-07,0,2
200807,29,F,IDF,2023-03-27,1,1
200808,33,M,PAC,2021-03-15,1,2
200809,37,F,GES,2022-05-11,0,1
200810,25,,IDF,2023-09-25,1,4
200811,53,F,IDF,2023-10-13,1,1
200812,38,unknown,GES,2021-08-17,1,0
200813,61,M,HDF,2022-03-08,0,2
200814,47,F,IDF,2022-03-24,1,1
200815,44,M,BRE,2022-09-12,1,0
200816,46,F,BRE,2022-08-12,0,2
200817,27,M,PAC,2021-04-27,1,0
200818,60,M,HDF,2023-04-16,0,1
200819,24,M,NAQ,2021-09-05,1,1
200820,61,F,IDF,2021-12-11,0,1
200821,77,F,HDF,2023-07-10,1,0
200822,63,M,NAQ,2023-01-26,1,2
200823,45,M,OCC,2022-03-11,1,1
200824,36,M,BFC,2023-09-27,1,0
200825,70,F,,2022-03-08,1,1
200826,33,F,HDF,2022-09-12,0,3
200827,46,M,NAQ,2021-09-27,1,0
200828,64,F,BRE,2021-07-20,1,2
200829,73,F,NAQ,2022-06-23,0,2
200830,73,M,HDF,2022-09-09,1,2
200831,23,F,PAC,2023-06-02,0,0
200832,71,M,ARA,2022-03-05,1,1
200833,24,F,OCC,2023-09-08,1,0
200834,53,M,OCC,2022-10-28,1,1
200835,73,M,HDF,2021-03-18,1,1
200836,57,M,OCC,2023-03-21,1,0
200837,74,F,GES,2022-09-22,1,0
200838,38,M,ARA,2022-03-03,1,1
200839,36,M,PAC,2022-05-27,1,0
200840,37,F,IDF,2021-11-27,0,2
200841,39,F,BFC,2022-11-04,0,0
200842,58,F,PAC,2022-09-13,0,2
200843,45,M,ARA,2022-05-05,1,0
200844,62,M,IDF,2021-11-09,1,0
200845,42,M,BRE,2022-03-13,0,1
200846,36,M,ARA,2022-06-30,1,1
200847,29,M,OCC,2022-06-01,0,0
200848,51,F,IDF,2021-12-05,1,0
200849,71,F,GES,2022-09-30,1,0
200850,69,M,IDF,2021-09-06,1,1
200851,33,F,IDF,2022-07-03,0,1
200852,46,M,BRE,2021-05-14,1,3
200853,60,M,CVL,2022-06-01,1,1
200854,54,F,IDF,2023-05-09,0,2
200855,22,M,PAC,2023-06-15,1,1
200856,53,F,OCC,2023-01-31,1,1
200857,20,unknown,BRE,2023-03-28,1,0
200858,24,M,ARA,2021-03-14,1,2
200859,57,M,PAC,2022-01-09,1,2
200860,24,F,OCC,2022-12-18,1,2
200861,38,F,OCC,2023-05-27,1,2
200862,53,F,BFC,2022-10-01,0,0
200863,57,F,HDF,2023-07-24,1,0
200864,44,F,IDF,2021-10-27,0,0
200865,23,F,BRE,2021-06-18,1,2
200866,65,unknown,BRE,2021-04-05,1,0
200867,74,F,BFC,2022-10-01,0,1
200868,71,F,IDF,2022-12-30,1,2
200869,62,M,IDF,2021-11-09,0,1
200870,42,M,OCC,2023-05-09,1,0
200871,70,M,IDF,2023-03-21,1,1
200872,47,M,GES,2022-01-30,1,1
200873,26,M,ARA,2021-09-19,1,0
200874,69,M,OCC,2023-03-24,1,1
200875,37,M,BRE,2023-01-06,1,2
200876,74,M,ARA,2021-07-07,0,1
200877,40,F,NAQ,2021-10-07,1,0
200878,70,F,HDF,2022-06-17,0,0
200879,50,F,HDF,2022-07-14,0,1
200880,46,F,ARA,2021-07-01,0,2
200881,35,M,HDF,2023-11-05,1,0
200882,68,F,CVL,2022-03-02,1,0
200883,21,F,PAC,2022-02-22,0,1
200884,46,F,IDF,2021-03-08,0,1
200885,40,M,ARA,2023-08-17,1,1
200886,50,F,ARA,2021-09-15,1,1
200887,33,M,IDF,2023-12-17,1,3
200888,57,M,IDF,2022-06-28,1,2
200889,41,F,OCC,2023-08-16,1,2
200890,29,M,NAQ,2021-07-16,0,2
200891,29,F,GES,2021-07-01,1,0
200892,59,F,NAQ,2023-05-28,1,1
200893,33,M,IDF,2023-06-17,1,0
200894,36,M,OCC,2022-08-18,1,0
200895,55,F,BRE,2021-02-05,1,1
200896,37,M,,2023-10-31,1,0
200897,41,F,IDF,2022-03-07,1,0
200898,32,M,IDF,2023-10-22,0,0
200899,38,M,PAC,2023-08-12,1,3
